merchant_id,merchant_name,merchant_category,merchant_country,onboarding_date
MERCH21297,Metro Exchange,Retail,Ghana,2025-01-11
MERCH21298,Urban Foods,Gaming,Uganda,2026-01-18
MERCH21299,Imara Cards,Groceries,Uganda,2024-02-03
MERCH21300,Imara Plus,Restaurants,Nigeria,2025-01-28
MERCH21301,Metro Mobile,Utilities,Rwanda,2025-09-06
MERCH21302,Swift Travel,Groceries,Kenya,2024-04-10
MERCH21303,Afri Exchange,Utilities,Nigeria,2022-09-24
MERCH21304,Kazi Hub,Utilities,Ghana,2022-10-06
MERCH21305,Sahara Tech,Transport,Nigeria,2024-11-02
MERCH21306,Mega Shop,Electronics,Ghana,2022-07-24
MERCH21307,Baobab Shop,Betting,Kenya,2024-01-23
MERCH21308,Prime Shop,Betting,South Africa,2022-07-07
MERCH21309,Pesa Mobile,Gaming,Nigeria,2025-11-30
MERCH21310,Urban Exchange,Retail,Nigeria,2025-09-06
MERCH21311,Baobab Hub,Restaurants,Uganda,2024-11-21
MERCH21312,Sahara Shop,Restaurants,Tanzania,2025-12-15
MERCH21313,Swift Mobile,Gift Cards,Nigeria,2023-07-03
MERCH21314,Swift Mobile,Transport,Nigeria,2026-02-19
MERCH21315,Mega Mobile,Electronics,Egypt,2025-06-19
MERCH21316,Bright Mart,Groceries,South Africa,2025-12-26
MERCH21317,Sahara Games,Gift Cards,Kenya,2023-12-30
MERCH21318,Tula Exchange,Retail,Nigeria,2023-05-26
MERCH21319,Zawadi Pay,Transport,Ghana,2025-07-09
MERCH21320,Cloud Mobile,Travel,Ghana,2024-04-19
MERCH21321,Bright Express,Groceries,Kenya,2022-11-14
MERCH21322,Quick Games,Groceries,South Africa,2026-05-15
MERCH21323,Nova Bet,Betting,South Africa,2023-11-17
MERCH21324,Baobab Foods,Utilities,Egypt,2023-03-14
MERCH21325,Jambo Mobile,Groceries,South Africa,2024-09-08
MERCH21326,Pesa Pay,Betting,Kenya,2024-04-15
MERCH21327,Tula Plus,Restaurants,Nigeria,2022-12-01
MERCH21328,Kazi Plus,Money Transfer,Ghana,2024-02-06
MERCH21329,Swift Shop,Betting,Nigeria,2024-06-06
MERCH21330,Sahara Tech,Utilities,South Africa,2023-11-03
MERCH21331,Urban Foods,Groceries,Kenya,2025-12-09
MERCH21332,Sahara Games,Groceries,Nigeria,2024-12-01
MERCH21333,Bright Travel,Airtime & Data,Kenya,2022-09-03
MERCH21334,Swift Shop,Utilities,South Africa,2024-08-02
MERCH21335,Afri Bet,Gaming,Kenya,2024-02-29
MERCH21336,Kazi Plus,Betting,Nigeria,2026-01-20
MERCH21337,Baobab Foods,Restaurants,Tanzania,2025-08-03
MERCH21338,Pesa Shop,Airtime & Data,South Africa,2023-10-04
MERCH21339,Pesa Shop,Restaurants,Nigeria,2022-11-22
MERCH21340,Prime Plus,Money Transfer,Ghana,2025-01-25
MERCH21341,Mega Foods,Groceries,Kenya,2022-08-15
MERCH21342,Bright Foods,Utilities,Egypt,2023-04-21
MERCH21343,Jambo Pay,Airtime & Data,Nigeria,2024-05-07
MERCH21344,Zawadi Exchange,Transport,Nigeria,2026-01-31
MERCH21345,Metro Wallet,Education,Nigeria,2026-03-12
MERCH21346,Baobab Tech,Crypto Exchange,Kenya,2022-09-21
MERCH21347,Cloud Bet,Groceries,Egypt,2025-01-16
MERCH21348,Afri Foods,Airtime & Data,Kenya,2023-12-25
MERCH21349,Jambo Tech,Airtime & Data,Ghana,2025-11-07
MERCH21350,Afri Hub,Groceries,South Africa,2025-12-16
MERCH21351,Baobab Wallet,Travel,Kenya,2026-03-02
MERCH21352,Prime Pay,Restaurants,Ghana,2025-04-21
MERCH21353,Mega Hub,Transport,Nigeria,2024-06-18
MERCH21354,Mega Travel,Restaurants,South Africa,2022-10-22
MERCH21355,Urban Cards,Airtime & Data,Tanzania,2022-09-15
MERCH21356,Zawadi Store,Groceries,Kenya,2024-04-14
MERCH21357,Nova Tech,Gaming,Nigeria,2022-10-29
MERCH21358,Prime Cards,Groceries,South Africa,2024-07-17
MERCH21359,Jambo Store,Transport,Uganda,2025-04-11
MERCH21360,Nova Mart,Gift Cards,Uganda,2024-08-25
MERCH21361,Pesa Mart,Airtime & Data,Rwanda,2025-01-21
MERCH21362,Quick Wallet,Retail,Tanzania,2025-04-25
MERCH21363,Prime Cards,Electronics,Kenya,2023-05-02
MERCH21364,Mega Games,Airtime & Data,Egypt,2024-04-01
MERCH21365,Kazi Wallet,Utilities,Kenya,2025-06-11
MERCH21366,Jambo Pay,Groceries,Ghana,2024-09-04
MERCH21367,Afri Mart,Groceries,South Africa,2023-05-19
MERCH21368,Zawadi Games,Airtime & Data,South Africa,2023-11-15
MERCH21369,Zawadi Plus,Education,Kenya,2024-08-28
MERCH21370,Pesa Pay,Groceries,Egypt,2022-11-18
MERCH21371,Cloud Mobile,Electronics,Kenya,2023-11-25
MERCH21372,Cloud Store,Restaurants,Uganda,2024-04-10
MERCH21373,Cloud Shop,Retail,Ghana,2025-03-23
MERCH21374,Pesa Tech,Airtime & Data,Nigeria,2024-05-10
MERCH21375,Swift Exchange,Healthcare,Kenya,2025-02-22
MERCH21376,Sahara Mart,Electronics,Uganda,2025-10-29
MERCH21377,Baobab Bet,Groceries,South Africa,2025-09-16
MERCH21378,Urban Pay,Gaming,Ghana,2023-06-21
MERCH21379,Afri Wallet,Transport,South Africa,2023-07-17
MERCH21380,Afri Travel,Healthcare,Tanzania,2026-05-15
MERCH21381,Mega Exchange,Retail,Ghana,2024-01-08
MERCH21382,Bright Mobile,Groceries,Rwanda,2022-12-08
MERCH21383,Baobab Mart,Restaurants,Nigeria,2023-04-28
MERCH21384,Tula Bet,Utilities,Egypt,2023-03-29
MERCH21385,Prime Hub,Retail,South Africa,2024-07-09
MERCH21386,Imara Games,Gaming,Rwanda,2025-03-15
MERCH21387,Urban Pay,Retail,Tanzania,2022-08-05
MERCH21388,Imara Exchange,Utilities,Rwanda,2025-03-15
MERCH21389,Metro Cards,Retail,South Africa,2025-12-28
MERCH21390,Sahara Bet,Airtime & Data,South Africa,2023-10-07
MERCH21391,Cloud Mart,Betting,Nigeria,2023-10-10
MERCH21392,Sahara Foods,Restaurants,Nigeria,2025-11-23
MERCH21393,Apex Wallet,Travel,South Africa,2023-09-23
MERCH21394,Zawadi Express,Retail,Kenya,2025-08-13
MERCH21395,Zawadi Bet,Utilities,Nigeria,2024-01-24
MERCH21396,Sahara Bet,Healthcare,Nigeria,2022-11-16
MERCH21397,Sahara Tech,Groceries,Tanzania,2023-09-23
MERCH21398,Kazi Wallet,Travel,Kenya,2026-04-24
MERCH21399,Sunrise Hub,Gaming,Kenya,2025-01-19
MERCH21400,Tula Exchange,Retail,Tanzania,2025-04-09
MERCH21401,Jambo Games,Utilities,Ghana,2026-02-27
MERCH21402,Mega Pay,Utilities,Nigeria,2024-02-17
MERCH21403,Tula Exchange,Electronics,Kenya,2024-06-15
MERCH21404,Sahara Foods,Utilities,South Africa,2025-05-22
MERCH21405,Imara Tech,Retail,South Africa,2025-08-26
MERCH21406,Swift Store,Money Transfer,Kenya,2024-01-15
MERCH21407,Baobab Games,Electronics,South Africa,2023-09-22
MERCH21408,Prime Express,Groceries,Uganda,2023-10-14
MERCH21409,Swift Express,Education,Ghana,2024-01-30
MERCH21410,Apex Bet,Groceries,Nigeria,2022-08-26
MERCH21411,Sahara Plus,Airtime & Data,Egypt,2026-01-06
MERCH21412,Metro Plus,Airtime & Data,Kenya,2024-03-22
MERCH21413,Tula Express,Retail,Kenya,2022-08-17
MERCH21414,Sunrise Travel,Healthcare,Egypt,2026-05-13
MERCH21415,Apex Tech,Crypto Exchange,Tanzania,2024-06-09
MERCH21416,Sahara Express,Utilities,Nigeria,2026-02-14
MERCH21417,Afri Mobile,Healthcare,Ghana,2025-09-26
MERCH21418,Mega Store,Utilities,South Africa,2025-09-30
MERCH21419,Apex Games,Airtime & Data,South Africa,2024-11-04
MERCH21420,Mega Express,Travel,Kenya,2024-12-18
MERCH21421,Kazi Travel,Groceries,Kenya,2022-10-28
MERCH21422,Prime Foods,Groceries,South Africa,2022-09-25
MERCH21423,Sunrise Mobile,Airtime & Data,Uganda,2022-08-28
MERCH21424,Sunrise Shop,Restaurants,Uganda,2024-09-23
MERCH21425,Sahara Store,Restaurants,Egypt,2025-12-09
MERCH21426,Mega Pay,Transport,Uganda,2024-01-22
MERCH21427,Prime Cards,Electronics,Nigeria,2024-01-15
MERCH21428,Quick Exchange,Healthcare,Kenya,2024-12-19
MERCH21429,Swift Wallet,Electronics,Kenya,2024-04-07
MERCH21430,Metro Mart,Retail,South Africa,2025-08-19
MERCH21431,Zawadi Shop,Restaurants,Ghana,2023-02-18
MERCH21432,Quick Store,Groceries,Rwanda,2025-08-16
MERCH21433,Nova Store,Crypto Exchange,Kenya,2024-04-17
MERCH21434,Urban Hub,Healthcare,Kenya,2023-01-07
MERCH21435,Tula Mart,Utilities,Kenya,2024-01-29
MERCH21436,Quick Express,Education,Nigeria,2025-05-07
MERCH21437,Kazi Travel,Retail,Nigeria,2025-07-15
MERCH21438,Pesa Wallet,Restaurants,Nigeria,2025-08-09
MERCH21439,Bright Store,Transport,Kenya,2022-10-16
MERCH21440,Quick Plus,Utilities,South Africa,2023-03-23
MERCH21441,Sahara Pay,Gift Cards,Nigeria,2024-12-18
MERCH21442,Sahara Store,Restaurants,Kenya,2025-12-03
MERCH21443,Sunrise Cards,Transport,Nigeria,2026-04-19
MERCH21444,Kazi Store,Groceries,Uganda,2023-01-09
MERCH21445,Zawadi Plus,Gaming,Uganda,2023-07-29
MERCH21446,Tula Wallet,Education,Kenya,2025-09-27
MERCH21447,Afri Mart,Groceries,Kenya,2025-04-23
MERCH21448,Swift Wallet,Restaurants,South Africa,2023-10-13
MERCH21449,Pesa Exchange,Airtime & Data,Tanzania,2022-10-18
MERCH21450,Nova Foods,Retail,Ghana,2022-09-06
MERCH21451,Mega Cards,Restaurants,South Africa,2024-05-06
MERCH21452,Cloud Travel,Electronics,South Africa,2022-11-05
MERCH21453,Urban Express,Transport,South Africa,2023-11-11
MERCH21454,Prime Wallet,Restaurants,Uganda,2023-05-24
MERCH21455,Pesa Tech,Utilities,South Africa,2025-04-17
MERCH21456,Pesa Shop,Betting,Kenya,2025-02-20
MERCH21457,Mega Bet,Airtime & Data,Uganda,2026-03-28
MERCH21458,Urban Pay,Groceries,Nigeria,2023-09-04
MERCH21459,Mega Tech,Airtime & Data,Kenya,2025-06-20
MERCH21460,Jambo Mart,Utilities,South Africa,2022-08-05
MERCH21461,Quick Exchange,Airtime & Data,Tanzania,2023-03-06
MERCH21462,Prime Mart,Travel,South Africa,2025-05-07
MERCH21463,Apex Store,Restaurants,Kenya,2025-09-07
MERCH21464,Sunrise Express,Restaurants,Ghana,2024-12-22
MERCH21465,Swift Express,Travel,Egypt,2022-07-16
MERCH21466,Bright Foods,Retail,Nigeria,2022-07-20
MERCH21467,Tula Express,Electronics,Nigeria,2025-02-22
MERCH21468,Prime Games,Retail,Uganda,2022-08-24
MERCH21469,Jambo Games,Airtime & Data,Kenya,2022-08-09
MERCH21470,Zawadi Games,Retail,Kenya,2025-08-26
MERCH21471,Afri Mart,Gift Cards,South Africa,2025-10-09
MERCH21472,Kazi Mobile,Groceries,Nigeria,2023-12-21
MERCH21473,Baobab Exchange,Gaming,Uganda,2025-12-23
MERCH21474,Afri Exchange,Transport,Egypt,2023-03-01
MERCH21475,Cloud Exchange,Gift Cards,Ghana,2025-01-05
MERCH21476,Sunrise Mobile,Utilities,Ghana,2024-10-18
MERCH21477,Apex Shop,Restaurants,Egypt,2023-05-21
MERCH21478,Baobab Express,Groceries,Egypt,2025-07-08
MERCH21479,Pesa Plus,Groceries,South Africa,2023-03-20
MERCH21480,Sahara Mobile,Restaurants,South Africa,2025-03-23
MERCH21481,Cloud Tech,Groceries,Tanzania,2023-04-19
MERCH21482,Mega Wallet,Transport,Kenya,2023-03-16
MERCH21483,Baobab Hub,Transport,Kenya,2023-08-29
MERCH21484,Sunrise Pay,Betting,Nigeria,2023-12-26
MERCH21485,Bright Tech,Gaming,Nigeria,2024-06-03
MERCH21486,Nova Exchange,Airtime & Data,Kenya,2023-06-17
MERCH21487,Jambo Mart,Gaming,South Africa,2022-08-19
MERCH21488,Tula Hub,Groceries,Nigeria,2023-04-17
MERCH21489,Kazi Tech,Electronics,Nigeria,2025-07-08
MERCH21490,Imara Exchange,Transport,Tanzania,2023-05-09
MERCH21491,Apex Shop,Airtime & Data,Ghana,2024-05-30
MERCH21492,Sahara Express,Travel,Nigeria,2024-07-07
MERCH21493,Urban Hub,Airtime & Data,Egypt,2024-08-24
MERCH21494,Sahara Shop,Retail,Ghana,2023-04-08
MERCH21495,Sunrise Hub,Education,Nigeria,2025-01-02
MERCH21496,Cloud Foods,Airtime & Data,South Africa,2023-08-13
MERCH21497,Metro Tech,Groceries,Uganda,2023-01-21
MERCH21498,Cloud Games,Education,South Africa,2022-06-04
MERCH21499,Sahara Games,Utilities,Uganda,2024-10-28
